X,Y,Z,U1,U2,U3,E11,E22,E33,E12,E13,E23,S11,S22,S33,S12,S13,S23
0.6,0.08,0.12,-0.032206692,-0.025588113,0.005824089,0.000511693,-0.00166603,0.049034981,0.007642557,-0.130397539,-0.103078333,206299.2419,201632.6928,310277.717,16376.9082,-279423.298,-220882.1413
0.6,0.08,0.16,-0.042009922,-0.033618264,0.007792092,0.000401431,-0.001849198,0.04939545,0.00978682,-0.12697539,-0.099877406,206350.2856,201527.5088,311337.4692,20971.75633,-272090.1216,-214023.0119
0.6,0.08,0.2,-0.051396397,-0.041363987,0.009775725,0.000193863,-0.00198332,0.049819949,0.011772324,-0.123932412,-0.09643805,206260.3886,201594.9956,312602.0016,25226.4077,-265569.4537,-206652.9645
0.6,0.08,0.24,-0.060385253,-0.048809199,0.011777688,-8.96E-05,-0.002093792,0.050309859,0.013617405,-0.121197224,-0.092796906,206064.543,201769.7615,314063.2997,29180.15446,-259708.3372,-198850.5126
0.6,0.08,0.28,-0.068990426,-0.055939619,0.013800514,-0.000430086,-0.002195009,0.050858533,0.015336517,-0.118720042,-0.08897566,205793.1216,202011.1453,315697.3058,32863.96518,-254400.0893,-190662.1281
0.6,0.08,0.32,-0.077221622,-0.062742122,0.015846371,-0.00081047,-0.002295587,0.051455165,0.016940426,-0.116468907,-0.084986193,205473.7395,202291.3464,317471.5296,36300.91375,-249576.229,-182113.2707
0.6,0.08,0.36,-0.085085055,-0.069204322,0.017916927,-0.001213267,-0.002400773,0.052085089,0.018436309,-0.114427008,-0.080834196,205133.2084,202588.5532,319343.9708,39506.37623,-245200.7305,-173216.1353
0.6,0.08,0.4,-0.092584026,-0.075314327,0.020013178,-0.001618684,-0.002513572,0.052728285,0.019827829,-0.112590974,-0.076521817,204800.0842,202882.4673,321257.8747,42488.20448,-241266.3734,-163975.3232
0.6,0.08,0.44,-0.099719362,-0.081060633,0.02213519,-0.002001974,-0.002635235,0.053356672,0.021115271,-0.110969962,-0.072049799,204507.7529,203150.7654,323133.4239,45247.00855,-237792.7757,-154392.4259
0.6,0.08,0.48,-0.10648973,-0.086432152,0.024281712,-0.002330205,-0.002765371,0.053930202,0.022295782,-0.109585245,-0.067419421,204297.9603,203365.4614,324855.9748,47776.67482,-234825.5254,-144470.1887
0.6,0.08,0.52,-0.112891822,-0.091418348,0.026449606,-0.002558099,-0.002901844,0.054391435,0.023363796,-0.10846991,-0.062634453,204224.7523,203488.1556,326259.4673,50065.27651,-232435.5223,-134216.6849
0.6,0.08,0.56,-0.118920387,-0.096009511,0.028633026,-0.002622479,-0.003040567,0.054658003,0.024311735,-0.107667942,-0.057703203,204358.7889,203462.8876,327102.6809,52096.57601,-230717.0181,-123649.7211
0.6,0.08,0.6,-0.124568016,-0.100197134,0.030822246,-0.002434693,-0.003175314,0.054612107,0.025131101,-0.107231407,-0.05264068,204791.8058,203204.76,327034.9486,53852.35981,-229781.5873,-112801.4572
0.6,0.08,0.64,-0.129824524,-0.103974412,0.033001995,-0.001870375,-0.003297742,0.054086056,0.02581407,-0.107213315,-0.047470679,205640.3602,202581.7171,325546.9993,55315.86516,-229742.8181,-101722.8827
0.6,0.08,0.68,-0.134675623,-0.107336818,0.035149131,-0.00075642,-0.003397865,0.052843301,0.026355709,-0.107651553,-0.042227411,207046.3105,201386.072,321902.8546,56476.51867,-230681.8998,-90487.30853
0.6,0.08,0.72,-0.139100363,-0.110282697,0.037229459,0.001142953,-0.003465295,0.050556559,0.026756827,-0.10853545,-0.03695597,209167.2553,199292.4387,315053.5549,57336.05841,-232575.9636,-79191.36349
0.6,0.08,0.76,-0.143066392,-0.112813763,0.039193655,0.004132612,-0.003491566,0.046791928,0.02702736,-0.109740113,-0.031710554,212139.773,195802.2478,303552.5916,57915.7719,-235157.3857,-67951.18645
0.6,0.08,0.8,-0.146521564,-0.114935315,0.040972813,0.008558706,-0.003473627,0.041029136,0.027189827,-0.11090578,-0.026549017,215972.4342,190188.8624,285551.9274,58263.91455,-237655.2437,-56890.75133
0.6,0.08,0.84,-0.149379887,-0.116655914,0.042475986,0.014670751,-0.003418101,0.032805494,0.027281844,-0.111241093,-0.021522222,220257.9369,181496.1112,259118.1011,58461.09438,-238373.77,-46119.04682
0.6,0.08,0.88,-0.151501116,-0.11798619,0.043597253,0.022173721,-0.003344879,0.022209876,0.027355465,-0.109299339,-0.016657334,223395.3378,168712.6227,223472.8107,58618.85362,-234212.8687,-35694.28699
0.6,0.08,0.92,-0.152674072,-0.118936514,0.044252776,0.029002485,-0.0032874,0.011181138,0.027468663,-0.10315456,-0.011936639,220274.8509,151082.2415,182086.2502,58861.42131,-221045.4855,-25578.51121
0.6,0.08,0.96,-0.152663523,-0.119513578,0.044491744,0.028657081,-0.003286149,0.005451402,0.027660208,-0.092525347,-0.007274926,193503.7502,125053.972,143777.2938,59271.87445,-198268.6005,-15589.1261
0.6,0.08,1,-0.151497767,-0.119716198,0.044688889,0.009285274,-0.003364885,0,0.027903774,-0.101689092,-0.0023961,45270.11244,18162.62891,25373.09654,59793.80189,-217905.1961,-5134.500778
0.6,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.12,0.04,-0.011164859,-0.008794588,0.001888308,0.000333152,-0.001086373,0.047480373,0.003119634,-0.137892956,-0.108998795,200973.12,197931.2799,302002.8785,6684.929964,-295484.9054,-233568.8473
0.6,0.12,0.08,-0.021820816,-0.017356931,0.00379843,0.000491431,-0.001758748,0.047968367,0.005955503,-0.133466815,-0.106428528,201200.4227,196378.6106,302936.7154,12761.79284,-286000.3169,-228061.131
0.6,0.12,0.12,-0.032008558,-0.025667141,0.005725777,0.000502927,-0.002188286,0.048389404,0.008550067,-0.12962448,-0.103564633,201237.8916,195471.0081,303851.7706,18321.57268,-277766.7426,-221924.2127
0.6,0.12,0.16,-0.041759806,-0.033706827,0.007669582,0.000394575,-0.002480442,0.048815333,0.010937918,-0.12624237,-0.100444279,201114.6583,194953.9076,304873.4242,23438.39618,-270519.3646,-215237.741
0.6,0.12,0.2,-0.051098877,-0.04145953,0.009631004,0.00019068,-0.002697845,0.049280549,0.013146986,-0.123227291,-0.097103077,200865.961,194676.2645,306058.5366,28172.11283,-264058.4806,-208078.022
0.6,0.12,0.24,-0.060044027,-0.048910479,0.011612026,-8.75E-05,-0.002878014,0.049798355,0.015199625,-0.120511354,-0.093567433,200524.524,194544.9031,307422.8371,32570.62582,-258238.6153,-200501.6415
0.6,0.12,0.28,-0.068608566,-0.05604616,0.013614872,-0.000421398,-0.003044109,0.050370729,0.017113301,-0.118047624,-0.089854195,200119.3845,194499.289,308959.6561,36671.36028,-252959.1953,-192544.7038
0.6,0.12,0.32,-0.076801768,-0.062853913,0.015641684,-0.000793718,-0.003210851,0.050992792,0.018900974,-0.115806672,-0.085972543,199677.2729,194497.7026,310648.3663,40502.08646,-248157.1535,-184226.8787
0.6,0.12,0.36,-0.084629577,-0.069321643,0.017694296,-0.001186974,-0.003387698,0.051653968,0.020571316,-0.113774085,-0.081926171,199224.8961,194509.0584,312455.487,44081.39052,-243801.6107,-175556.081
0.6,0.12,0.4,-0.092095166,-0.075437627,0.019774002,-0.001581222,-0.003580489,0.052337069,0.022128867,-0.111948892,-0.077715287,198791.7724,194507.6289,314330.9668,47419.00076,-239890.4838,-166532.7577
0.6,0.12,0.44,-0.099199357,-0.081190439,0.021881261,-0.001951473,-0.003792171,0.053015857,0.023574192,-0.110342704,-0.073338442,198413.4733,194469.1199,316200.6089,50516.12545,-236448.6513,-157153.8053
0.6,0.12,0.48,-0.10594093,-0.086568978,0.02401527,-0.002264447,-0.004022951,0.053651169,0.024904112,-0.108979312,-0.068794322,198135.2021,194366.9802,317954.3801,53365.95429,-233527.0961,-147416.4046
0.6,0.12,0.52,-0.112316792,-0.091562605,0.026173355,-0.002474397,-0.004270056,0.054185312,0.026112103,-0.107894317,-0.06408364,198015.6856,194167.8448,319429.3496,55954.50611,-231202.1084,-137322.0854
0.6,0.12,0.56,-0.118321986,-0.096161399,0.028350095,-0.002517522,-0.004527275,0.054534201,0.027188962,-0.10713406,-0.059211259,198131.3278,193824.7128,320385.0201,58262.06091,-229572.9862,-126881.2689
0.6,0.12,0.6,-0.123949449,-0.100356523,0.030536091,-0.002304366,-0.004784469,0.054576434,0.028123892,-0.10675252,-0.054188576,198580.3569,193265.8495,320467.7846,60265.48297,-228755.4008,-116118.378
0.6,0.12,0.64,-0.129189346,-0.104140724,0.03271621,-0.001709571,-0.005027354,0.054138456,0.028906177,-0.106803738,-0.049036088,199486.0512,192376.5169,319160.396,61941.80763,-228865.1522,-105077.3317
0.6,0.12,0.68,-0.13402768,-0.107508928,0.034867167,-0.000558858,-0.005237992,0.052975442,0.029527631,-0.107325142,-0.043785824,200996.4144,190969.6971,315712.7704,63273.49536,-229982.4478,-93826.76633
0.6,0.12,0.72,-0.138443626,-0.110458899,0.036954245,0.00138482,-0.005396569,0.050749803,0.029985991,-0.108303341,-0.038483,203273.4206,188741.8729,309055.5254,64255.69509,-232078.5878,-82463.57243
0.6,0.12,0.76,-0.142404684,-0.112991859,0.038927151,0.004427447,-0.005485079,0.047016619,0.03028928,-0.109607597,-0.033185716,206454.4728,185213.3453,297716.9854,64905.59902,-234873.4222,-71112.24832
0.6,0.12,0.8,-0.145858113,-0.115112891,0.040715575,0.008915534,-0.005493302,0.041246618,0.030460874,-0.110868423,-0.027960896,210542.647,179666.5683,279823.5416,65273.30154,-237575.1924,-59916.20625
0.6,0.12,0.84,-0.148716728,-0.11683085,0.042226881,0.015096817,-0.005426557,0.032974654,0.030544268,-0.111280664,-0.022874102,215114.2417,171135.5819,253423.8921,65452.0023,-238458.5668,-49015.93343
0.6,0.12,0.88,-0.150838348,-0.118157375,0.043353547,0.022669105,-0.005313037,0.022300362,0.030604791,-0.109381263,-0.017970905,218532.7762,158571.0438,217742.6128,65581.69412,-234388.4211,-38509.08281
0.6,0.12,0.92,-0.152009192,-0.119104578,0.04401091,0.029547515,-0.00520601,0.011195245,0.030721585,-0.10323215,-0.013249436,215616.4619,141144.6232,176290.1702,65831.96883,-221211.7501,-28391.64753
0.6,0.12,0.96,-0.151991607,-0.119681253,0.044249167,0.02918685,-0.005173817,0.005449815,0.030955934,-0.092565338,-0.008623444,188812.5974,115182.5956,137947.5225,66334.1439,-198354.2963,-18478.80929
0.6,0.12,1,-0.150814562,-0.119887389,0.044446895,0.009670286,-0.005262178,0,0.031288235,-0.101855436,-0.003721816,39613.93697,7615.800078,18891.89482,67046.2169,-218261.6496,-7975.319996
0.6,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.16,0.04,-0.011067019,-0.008840655,0.001843878,0.000326835,-0.001182463,0.046416028,0.003426351,-0.136704762,-0.109542702,195959.2154,192725.0045,294721.7711,7342.180417,-292938.7765,-234734.3615
0.6,0.16,0.08,-0.021636604,-0.017433055,0.003713282,0.000482428,-0.001982875,0.046997067,0.006536873,-0.132371061,-0.106903327,196019.2898,190736.497,295693.5155,14007.58458,-283652.2725,-229078.5581
0.6,0.16,0.12,-0.031747139,-0.025763176,0.005603643,0.000494348,-0.002531021,0.047501432,0.009379714,-0.128596447,-0.104048942,195908.282,189425.3474,296637.7472,20099.38709,-275563.8158,-222962.0183
0.6,0.16,0.16,-0.041428513,-0.0338167,0.007513397,0.000389054,-0.002922328,0.047990531,0.011994434,-0.125262843,-0.100986896,195650.5,188554.681,297653.6656,25702.3579,-268420.3776,-216400.4911
0.6,0.16,0.2,-0.05070363,-0.041579815,0.009442885,0.000190472,-0.00322266,0.048501651,0.014413283,-0.122281639,-0.097732362,195277.2792,187963.4247,298801.2348,30885.60649,-262032.0829,-209426.4901
0.6,0.16,0.24,-0.05958968,-0.049039441,0.011393529,-8.04E-05,-0.003476302,0.049054889,0.016662202,-0.119588777,-0.094299477,194819.7812,187542.9007,300109.7388,35704.71845,-256261.6652,-202070.3088
0.6,0.16,0.28,-0.068099186,-0.056183148,0.013367277,-0.000405142,-0.003713026,0.049658982,0.018761527,-0.117140632,-0.090698031,194306.7568,187218.4328,301587.0206,40203.27123,-251015.639,-194352.9246
0.6,0.16,0.32,-0.076240865,-0.062998991,0.015366247,-0.000766491,-0.003953052,0.05031471,0.020726452,-0.114910788,-0.086933009,193765.3792,186937.0333,303225.094,44413.8252,-246237.4036,-186285.0199
0.6,0.16,0.36,-0.084020302,-0.069475338,0.017392453,-0.001146893,-0.004210174,0.051016003,0.02256732,-0.112887754,-0.083005295,193223.526,186659.3519,305001.161,48358.54318,-241902.3291,-177868.4883
0.6,0.16,0.4,-0.09144049,-0.075600766,0.019447528,-0.001526235,-0.00449354,0.051749204,0.024289807,-0.111073508,-0.078912775,192712.7627,186354.2526,306874.4174,52049.58651,-238014.6598,-169098.8034
0.6,0.16,0.44,-0.098502231,-0.081364007,0.02153239,-0.001879245,-0.004808468,0.052490738,0.025895064,-0.109482741,-0.074651601,192271.7244,185994.8194,308778.8327,55489.42323,-234605.8736,-159967.7163
0.6,0.16,0.48,-0.105204436,-0.086753988,0.023646787,-0.002172232,-0.005156559,0.053203188,0.02737989,-0.108142488,-0.070217584,191949.7765,185554.7885,310611.3897,58671.19333,-231733.9026,-150466.2524
0.6,0.16,0.52,-0.111544277,-0.091759953,0.025788645,-0.002358866,-0.005535269,0.053829448,0.028737014,-0.107091721,-0.065607824,191810.9127,185004.3342,312214.4429,61579.31602,-229482.2603,-140588.1952
0.6,0.16,0.56,-0.11751718,-0.096371693,0.027953143,-0.002374558,-0.005937105,0.054284431,0.029955613,-0.106380139,-0.060822687,191937.8092,184303.7818,313349.9292,64190.59936,-227957.4413,-130334.3284
0.6,0.16,0.6,-0.123116544,-0.100579891,0.030131399,-0.002128801,-0.006348673,0.054443547,0.031022238,-0.106064775,-0.055868256,192435.7349,183393.1516,313662.1941,66476.22452,-227281.6601,-119717.6918
0.6,0.16,0.64,-0.128333023,-0.1043766,0.032308626,-0.001494874,-0.006749963,0.054127188,0.03192239,-0.106201911,-0.050759316,193435.3474,182174.4433,312625.4798,68405.12219,-227575.5245,-108769.9631
0.6,0.16,0.68,-0.133153049,-0.107755858,0.034461574,-0.000296805,-0.00711444,0.053081041,0.03264306,-0.106829632,-0.045522728,195091.687,180482.4697,309472.785,69949.41513,-228920.6394,-97548.70299
0.6,0.16,0.72,-0.137556055,-0.110714423,0.03655511,0.0017044,-0.007410855,0.050954477,0.033176597,-0.107932493,-0.040200733,197572.3795,178039.6901,303108.2588,71092.7086,-231283.9139,-86144.42848
0.6,0.16,0.76,-0.141509448,-0.113252569,0.038537932,0.004816653,-0.00760781,0.047286902,0.033526234,-0.109373571,-0.034853037,201017.4494,174393.6008,292025.1263,71841.92922,-234371.9371,-74685.08025
0.6,0.16,0.8,-0.144959842,-0.115374779,0.040338062,0.009387577,-0.007682003,0.04153353,0.033713318,-0.110771424,-0.0295555,205426.6791,168849.0071,274310.8635,72242.82505,-237367.3365,-63333.21339
0.6,0.16,0.84,-0.147818578,-0.117090038,0.041860615,0.015663172,-0.00763008,0.033219672,0.033785441,-0.111301907,-0.024391881,210361.5024,160447.3913,247982.5748,72397.37271,-238504.0872,-52268.31661
0.6,0.16,0.88,-0.149940924,-0.118411233,0.042995635,0.023331789,-0.00748163,0.022451622,0.033822242,-0.109476778,-0.019434041,214147.1797,148118.4239,212261.1063,72476.23315,-234593.0961,-41644.37299
0.6,0.16,0.92,-0.151109461,-0.119352995,0.043656744,0.0302805,-0.007307171,0.011239609,0.033929772,-0.103335188,-0.014706687,211513.6652,130968.6557,170711.754,72706.65429,-221432.546,-31514.33013
0.6,0.16,0.96,-0.151082845,-0.119927483,0.043894804,0.029898216,-0.007211069,0.005458169,0.034202803,-0.092619455,-0.010129964,184690.3894,105170.4936,132318.8607,73291.72066,-198470.2608,-21707.06569
0.6,0.16,1,-0.149890294,-0.120137173,0.044093398,0.010172138,-0.007287276,0,0.034640563,-0.102080064,-0.005216311,34161.13165,-3251.897078,12363.69383,74229.77691,-218742.9937,-11177.8093
0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.2,0.04,-0.010949092,-0.008889185,0.00179453,0.00032049,-0.001217525,0.045205231,0.003704608,-0.135269659,-0.110115628,190579.0311,187283.2861,286760.6201,7938.445835,-289863.5559,-235962.0589
0.6,0.2,0.08,-0.021413595,-0.017515561,0.003616418,0.000473798,-0.002090483,0.045838266,0.007065566,-0.131038838,-0.1074015,190536.3431,185041.4556,287745.9175,15140.49861,-280797.5091,-230146.0711
0.6,0.2,0.12,-0.031429525,-0.025869622,0.005461592,0.000486978,-0.002720468,0.046398735,0.010136177,-0.127339893,-0.104540107,190323.1444,183450.0443,288705.479,21720.37984,-272871.1998,-224014.5147
0.6,0.2,0.16,-0.041024845,-0.033940613,0.007328317,0.000385997,-0.003190537,0.046937191,0.01296051,-0.124060379,-0.10152059,189967.0666,182303.0654,289719.6247,27772.52249,-265843.6702,-217544.1214
0.6,0.2,0.2,-0.050220913,-0.041717343,0.009216567,0.00019437,-0.003564019,0.047489072,0.015574753,-0.121116401,-0.098342461,189499.7511,181446.0599,290845.5411,33374.47137,-259535.1447,-210733.846
0.6,0.2,0.24,-0.059033713,-0.049188584,0.011127443,-6.72E-05,-0.003887393,0.04807713,0.018008224,-0.118447934,-0.095008572,188952.4318,180766.3559,292118.9051,38589.05193,-253817.0009,-203589.7976
0.6,0.2,0.28,-0.067474854,-0.056343202,0.013062737,-0.000380466,-0.004194295,0.048714374,0.020284112,-0.116014919,-0.091521264,188354.481,180181.9914,293557.7095,43465.95416,-248603.3976,-196116.9946
0.6,0.2,0.32,-0.075552387,-0.063170157,0.015024593,-0.000728226,-0.004509067,0.049406085,0.022419988,-0.113794249,-0.087880739,187734.3398,179632.5381,295165.0073,48042.832,-243844.8184,-188315.8699
0.6,0.2,0.36,-0.083271455,-0.069658457,0.017015224,-0.00109287,-0.004849349,0.050150421,0.024428139,-0.11177766,-0.084084673,187121.8606,179072.2631,296928.912,52346.01286,-239523.5566,-180181.4422
0.6,0.2,0.4,-0.090634811,-0.07579711,0.019036627,-0.001454117,-0.005227697,0.050937534,0.026315759,-0.10997045,-0.080128458,186551.4081,178465.1659,298819.2309,56390.91189,-235650.9635,-171703.8379
0.6,0.2,0.44,-0.097643212,-0.081575116,0.021090227,-0.001786404,-0.005652341,0.051747201,0.028085048,-0.108390842,-0.076005783,186065.3748,177781.224,300780.2418,60182.24571,-232266.091,-162869.5343
0.6,0.2,0.48,-0.104295701,-0.086981502,0.023176403,-0.00205559,-0.006127191,0.052544766,0.029733273,-0.107069721,-0.071709469,185717.9607,176993.0999,302718.7232,63714.15566,-229435.1162,-153663.1469
0.6,0.2,0.52,-0.110589759,-0.092005427,0.025293808,-0.002214689,-0.006651183,0.053275017,0.031252852,-0.106050255,-0.067232608,185579.1437,176072.3698,304485.6555,66970.39643,-227250.5471,-144069.8746
0.6,0.2,0.56,-0.116521274,-0.096636367,0.027438404,-0.002198168,-0.007217074,0.053853362,0.032631592,-0.105386628,-0.062570163,185738.7257,174983.9257,305849.1469,69924.83965,-225828.4877,-134078.9217
0.6,0.2,0.6,-0.122084232,-0.100864417,0.029602077,-0.001914192,-0.007809877,0.054153524,0.033853262,-0.105140411,-0.057721234,186310.1062,173676.4956,306455.2126,72542.70434,-225300.8815,-123688.3596
0.6,0.2,0.64,-0.127269943,-0.104680721,0.031770686,-0.001234228,-0.008405304,0.053990954,0.034898817,-0.105371983,-0.052692244,187432.7518,172066.1606,305772.4282,74783.17865,-225797.1064,-112911.9522
0.6,0.2,0.68,-0.132065475,-0.108078083,0.033921353,2.01E-05,-0.008968899,0.053101921,0.035748741,-0.106122156,-0.047501212,189270.6011,170008.5056,303017.4065,76604.44429,-227404.6205,-101788.3104
0.6,0.2,0.72,-0.136450732,-0.111051768,0.03601884,0.002090648,-0.009456986,0.051120854,0.036387171,-0.107375371,-0.042182983,191999.3161,167254.3867,297064.0441,77972.50986,-230090.081,-90392.10668
0.6,0.2,0.76,-0.140393218,-0.113600483,0.038011022,0.005288567,-0.009821014,0.04756656,0.036808579,-0.108989525,-0.036794567,195764.5574,163386.8842,286360.2564,78875.52573,-233548.9824,-78845.49981
0.6,0.2,0.8,-0.143838974,-0.115727451,0.039824164,0.009963891,-0.010017144,0.04187016,0.037027633,-0.110569989,-0.031418221,200566.5095,157750.0045,268937.0854,79344.9276,-236935.6905,-67324.75928
0.6,0.2,0.84,-0.146697713,-0.117441257,0.041360634,0.016361563,-0.010022224,0.033536161,0.037091933,-0.11126822,-0.026157552,205955.4909,149418.8062,242758.202,79482.71366,-238431.9009,-56051.89616
0.6,0.2,0.88,-0.148821584,-0.118755906,0.042507057,0.024158406,-0.009854763,0.022668193,0.037094218,-0.109559285,-0.021118969,210218.7404,137333.3778,207025.4273,79487.60906,-234769.8967,-45254.93352
0.6,0.2,0.92,-0.149988319,-0.119689151,0.04317409,0.031203438,-0.009594679,0.011318665,0.03717248,-0.103442913,-0.016369335,207982.0407,120557.5056,165371.8121,79655.31516,-221663.384,-35077.14747
0.6,0.2,0.96,-0.149951096,-0.120258139,0.04341255,0.030792316,-0.009389612,0.005477442,0.037469416,-0.092662068,-0.011853207,181184.164,95080.03228,126938.0057,80291.60592,-198561.5748,-25399.72978
0.6,0.2,1,-0.148738221,-0.120470371,0.043612285,0.01077371,-0.009417571,0,0.03802526,-0.102339568,-0.006954978,28898.54776,-14368.48427,5812.025394,81482.7007,-219299.0746,-14903.52501
0.6,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.24,0.04,-0.010813465,-0.008938057,0.001740939,0.000314365,-0.00120388,0.043868497,0.003955631,-0.133616653,-0.110695103,184869.275,181615.8942,278199.5594,8476.351752,-286321.4001,-237203.7927
0.6,0.24,0.08,-0.021156352,-0.017600293,0.00350948,0.000465976,-0.002101968,0.044516732,0.007543141,-0.129497071,-0.10790939,184773.1241,179270.3868,279167.6015,16163.87303,-277493.7229,-231234.408
0.6,0.24,0.12,-0.031062223,-0.025980814,0.005302277,0.00048136,-0.002776874,0.045104286,0.01082072,-0.125879498,-0.105034607,184497.6516,177515.7198,280118.2055,23187.25657,-269741.7823,-225074.1583
0.6,0.24,0.16,-0.040557006,-0.034071943,0.007117823,0.000385965,-0.003300263,0.045672312,0.013836748,-0.122657338,-0.102048643,184075.7008,176176.641,281117.8719,29650.17348,-262837.1534,-218675.664
0.6,0.24,0.2,-0.049660407,-0.041864936,0.008956062,0.000202865,-0.003730431,0.046252422,0.016631197,-0.11975157,-0.09893977,183541.2416,175112.7495,282218.8639,35638.27956,-256610.5066,-212013.792
0.6,0.24,0.24,-0.058387088,-0.049350432,0.010818016,-4.76E-05,-0.004112998,0.046867325,0.019236711,-0.117106336,-0.095701696,182926.8789,174215.2953,283458.8435,41221.52386,-250942.1477,-205075.0633
0.6,0.24,0.28,-0.066747628,-0.056518692,0.012705448,-0.000347297,-0.004483029,0.0475321,0.021679408,-0.114685261,-0.092330154,182263.3929,173401.1094,284862.1006,46455.87529,-245754.1309,-197850.3292
0.6,0.24,0.32,-0.074749311,-0.063359716,0.014620584,-0.000679211,-0.004867394,0.048255127,0.023979459,-0.11246865,-0.088820872,181581.0688,172606.3899,286440.364,51384.55606,-241004.2509,-190330.4411
0.6,0.24,0.36,-0.082396751,-0.069863286,0.016565858,-0.001025682,-0.005286736,0.049038113,0.026151462,-0.110451579,-0.085168537,180912.2355,171781.4059,288191.7964,56038.84801,-236681.9549,-182504.0073
0.6,0.24,0.4,-0.089692392,-0.076018982,0.018543633,-0.001366299,-0.005756806,0.049874978,0.028204645,-0.108642802,-0.081366333,180294.5283,170886.2993,290097.2647,60438.52557,-232806.0034,-174356.4288
0.6,0.24,0.44,-0.096636899,-0.081816194,0.020555857,-0.001675241,-0.006289098,0.050749361,0.030142915,-0.107064306,-0.077405862,179774.5809,169887.7441,292113.014,64591.96128,-229423.5138,-165869.7044
0.6,0.24,0.48,-0.103229432,-0.087244163,0.022603582,-0.001917936,-0.006890741,0.051630443,0.031964779,-0.105751226,-0.073277308,179411.9928,168755.981,294158.5191,68495.95482,-226609.7703,-157022.8022
0.6,0.24,0.52,-0.1094678,-0.092292047,0.024686292,-0.00204672,-0.007563655,0.052466547,0.033663174,-0.104751622,-0.068969915,179283.4835,167461.4791,296097.6274,72135.37242,-224467.7621,-147792.6761
0.6,0.24,0.56,-0.11534842,-0.096949059,0.026800906,-0.001995009,-0.00830296,0.053175792,0.035225296,-0.104125297,-0.064472934,179487.0806,165970.043,297710.2248,75482.77727,-223125.6363,-138156.2866
0.6,0.24,0.6,-0.120865995,-0.101204681,0.028940355,-0.001669381,-0.009094722,0.053632845,0.036632601,-0.103940105,-0.059777338,180145.9303,164234.485,298650.7005,78498.42975,-222728.7955,-128094.2967
0.6,0.24,0.64,-0.126012692,-0.105049025,0.031091534,-0.000938976,-0.009913291,0.053650896,0.03786132,-0.104262986,-0.054878799,181410.6047,162179.9299,298388.901,81131.39975,-223420.6838,-117597.4272
0.6,0.24,0.68,-0.130776492,-0.10847337,0.033232427,0.000377816,-0.010718818,0.052958732,0.038884126,-0.105140672,-0.049782445,183457.0176,159678.5168,296130.4094,83323.12702,-225301.4392,-106676.6686
0.6,0.24,0.72,-0.135138108,-0.111470982,0.035328232,0.002527168,-0.011456176,0.051175724,0.039673948,-0.106561054,-0.044509876,186472.7147,156508.4046,290719.6186,85015.60392,-228345.1152,-95378.30646
0.6,0.24,0.76,-0.139065489,-0.11403825,0.037326485,0.005825139,-0.01205731,0.047796092,0.04021139,-0.10837991,-0.039108229,190613.5307,152293.9966,280551.2872,86167.26377,-232242.6647,-83803.34838
0.6,0.24,0.8,-0.142504374,-0.116176151,0.03915192,0.010626273,-0.012450038,0.042217205,0.04049733,-0.110190198,-0.033659379,195885.328,146436.0902,263580.1809,86779.99365,-236121.8527,-72127.24057
0.6,0.24,0.84,-0.145362876,-0.117891816,0.040703861,0.017176019,-0.012576745,0.033907194,0.040571436,-0.111114528,-0.028283867,201833.4773,138077.555,237685.9944,86938.79184,-238102.5605,-60608.28741
0.6,0.24,0.88,-0.147489563,-0.119199614,0.041864495,0.025138316,-0.012424912,0.022950278,0.040533574,-0.109577737,-0.023128829,206712.1722,126219.539,202023.5189,86857.65805,-234809.4357,-49561.77676
0.6,0.24,0.92,-0.148656007,-0.120120569,0.042539884,0.032312916,-0.012066138,0.011437695,0.040554751,-0.103515995,-0.01832365,205032.5602,109934.5888,160299.9451,86903.03849,-221819.989,-39264.96454
0.6,0.24,0.96,-0.148607524,-0.120678652,0.042779511,0.03186672,-0.011691393,0.005508973,0.040841508,-0.092651219,-0.013871404,178361.4001,85022.58728,121880.515,87517.51698,-198538.3272,-29724.43674
0.6,0.24,1,-0.147369168,-0.120890578,0.042980601,0.01144938,-0.011606331,0,0.041513993,-0.102589661,-0.009041551,23861.73551,-25543.3588,-672.649313,88958.55578,-219834.9882,-19374.75259
0.6,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.28,0.04,-0.010662364,-0.008985495,0.001683607,0.000308568,-0.001148373,0.042420906,0.004179386,-0.131772901,-0.111260521,178865.9373,175743.922,269106.6626,8955.826237,-282370.5021,-238415.4022
0.6,0.28,0.08,-0.020869168,-0.017683719,0.003393673,0.000459136,-0.002030445,0.043051208,0.007969104,-0.127771251,-0.108410842,178754.8557,173420.0413,270023.5816,17076.65139,-273795.5381,-232308.9461
0.6,0.28,0.12,-0.030651405,-0.026091772,0.005127704,0.000477672,-0.002715363,0.043637304,0.011432088,-0.124238943,-0.10552253,178450.4954,171608.2774,270935.4224,24497.33215,-266226.3072,-226119.7068
