Element	Node1	Node2	Type	Length	Sample Points (every 200mm)

0	0	12	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
1800.0	0.007986	0.001444	0.151180	1.931396e-06	2.414833e-05	3.371415e-07
2000.0	0.008136	0.001445	0.151012	1.710743e-06	2.420068e-05	3.657065e-07
2200.0	0.008285	0.001446	0.150844	1.490089e-06	2.425303e-05	3.942715e-07
2400.0	0.008435	0.001448	0.150676	1.269435e-06	2.430538e-05	4.228365e-07
2600.0	0.008585	0.001449	0.150508	1.048782e-06	2.435774e-05	4.514015e-07
2800.0	0.008734	0.001450	0.150340	8.281280e-07	2.441009e-05	4.799665e-07
3000.0	0.008884	0.001451	0.150172	6.074743e-07	2.446244e-05	5.085315e-07

64	24	28	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.029263	-0.007721	0.247717	7.277631e-06	2.307256e-05	1.314309e-06
200.0	0.029728	-0.007772	0.247297	7.630376e-06	2.315732e-05	1.346912e-06
400.0	0.030194	-0.007823	0.246877	7.983122e-06	2.324209e-05	1.379515e-06
600.0	0.030659	-0.007875	0.246457	8.335867e-06	2.332686e-05	1.412118e-06
800.0	0.031125	-0.007926	0.246036	8.688612e-06	2.341163e-05	1.444722e-06
1000.0	0.031590	-0.007977	0.245616	9.041357e-06	2.349639e-05	1.477325e-06
1200.0	0.032056	-0.008028	0.245196	9.394103e-06	2.358116e-05	1.509928e-06
1400.0	0.032522	-0.008079	0.244776	9.746848e-06	2.366593e-05	1.542531e-06
1600.0	0.032987	-0.008131	0.244356	1.009959e-05	2.375070e-05	1.575134e-06
1800.0	0.033453	-0.008182	0.243935	1.045234e-05	2.383546e-05	1.607737e-06
2000.0	0.033918	-0.008233	0.243515	1.080508e-05	2.392023e-05	1.640341e-06
2200.0	0.034384	-0.008284	0.243095	1.115783e-05	2.400500e-05	1.672944e-06
2400.0	0.034849	-0.008335	0.242675	1.151057e-05	2.408977e-05	1.705547e-06
2600.0	0.035315	-0.008387	0.242255	1.186332e-05	2.417453e-05	1.738150e-06
2800.0	0.035780	-0.008438	0.241834	1.221606e-05	2.425930e-05	1.770753e-06
3000.0	0.036246	-0.008489	0.241414	1.256881e-05	2.434407e-05	1.803356e-06

65	36	40	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.067544	-0.133369	0.284744	1.015411e-04	4.987916e-05	8.256886e-06
200.0	0.068417	-0.133310	0.284023	9.761566e-05	4.990123e-05	8.091142e-06
400.0	0.069290	-0.133252	0.283302	9.369027e-05	4.992330e-05	7.925397e-06
600.0	0.070163	-0.133193	0.282580	8.976487e-05	4.994537e-05	7.759653e-06
800.0	0.071036	-0.133134	0.281859	8.583948e-05	4.996744e-05	7.593908e-06
1000.0	0.071909	-0.133076	0.281138	8.191408e-05	4.998951e-05	7.428164e-06
1200.0	0.072783	-0.133017	0.280417	7.798869e-05	5.001158e-05	7.262419e-06
1400.0	0.073656	-0.132958	0.279695	7.406329e-05	5.003365e-05	7.096675e-06
1600.0	0.074529	-0.132900	0.278974	7.013790e-05	5.005572e-05	6.930930e-06
1800.0	0.075402	-0.132841	0.278253	6.621250e-05	5.007779e-05	6.765185e-06
2000.0	0.076275	-0.132782	0.277532	6.228711e-05	5.009986e-05	6.599441e-06
2200.0	0.077148	-0.132724	0.276810	5.836172e-05	5.012194e-05	6.433696e-06
2400.0	0.078022	-0.132665	0.276089	5.443632e-05	5.014401e-05	6.267952e-06
2600.0	0.078895	-0.132606	0.275368	5.051093e-05	5.016608e-05	6.102207e-06
2800.0	0.079768	-0.132548	0.274647	4.658553e-05	5.018815e-05	5.936463e-06
3000.0	0.080641	-0.132489	0.273926	4.266014e-05	5.021022e-05	5.770718e-06

66	16	20	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.008884	0.001451	0.150172	6.074743e-07	2.446244e-05	5.085315e-07
200.0	0.009033	0.001441	0.149591	4.689295e-07	2.451479e-05	4.799665e-07
400.0	0.009183	0.001431	0.149009	3.303848e-07	2.456714e-05	4.514015e-07
600.0	0.009333	0.001421	0.148428	1.918400e-07	2.461949e-05	4.228365e-07
800.0	0.009482	0.001411	0.147846	5.329523e-08	2.467184e-05	3.942715e-07
1000.0	0.009632	0.001400	0.147265	-8.524953e-08	2.472419e-05	3.657065e-07
1200.0	0.009781	0.001390	0.146684	-2.237943e-07	2.477654e-05	3.371415e-07
1400.0	0.009931	0.001380	0.146102	-3.623391e-07	2.482889e-05	3.085765e-07
1600.0	0.010081	0.001370	0.145521	-5.008838e-07	2.488124e-05	2.800115e-07
1800.0	0.010230	0.001360	0.144940	-6.394286e-07	2.493359e-05	2.514465e-07
2000.0	0.010380	0.001349	0.144358	-7.779734e-07	2.498594e-05	2.228815e-07
2200.0	0.010530	0.001339	0.143777	-9.165181e-07	2.503829e-05	1.943165e-07
2400.0	0.010679	0.001329	0.143195	-1.055063e-06	2.509064e-05	1.657515e-07
2600.0	0.010829	0.001319	0.142614	-1.193608e-06	2.514300e-05	1.371865e-07
2800.0	0.010978	0.001309	0.142033	-1.332152e-06	2.519535e-05	1.086215e-07
3000.0	0.011128	0.001298	0.141451	-1.470697e-06	2.524770e-05	8.005654e-08

67	28	32	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.036246	-0.008489	0.241414	1.256881e-05	2.434407e-05	1.803356e-06
200.0	0.036712	-0.008441	0.240321	1.199181e-05	2.442884e-05	1.770753e-06
400.0	0.037177	-0.008393	0.239227	1.141481e-05	2.451361e-05	1.738150e-06
600.0	0.037643	-0.008345	0.238134	1.083782e-05	2.459837e-05	1.705547e-06
800.0	0.038108	-0.008297	0.237041	1.026082e-05	2.468314e-05	1.672944e-06
1000.0	0.038574	-0.008249	0.235947	9.683821e-06	2.476791e-05	1.640341e-06
1200.0	0.039039	-0.008201	0.234854	9.106823e-06	2.485268e-05	1.607737e-06
1400.0	0.039505	-0.008154	0.233761	8.529826e-06	2.493744e-05	1.575134e-06
1600.0	0.039971	-0.008106	0.232667	7.952828e-06	2.502221e-05	1.542531e-06
1800.0	0.040436	-0.008058	0.231574	7.375830e-06	2.510698e-05	1.509928e-06
2000.0	0.040902	-0.008010	0.230481	6.798833e-06	2.519175e-05	1.477325e-06
2200.0	0.041367	-0.007962	0.229388	6.221835e-06	2.527651e-05	1.444722e-06
2400.0	0.041833	-0.007914	0.228294	5.644837e-06	2.536128e-05	1.412118e-06
2600.0	0.042298	-0.007866	0.227201	5.067839e-06	2.544605e-05	1.379515e-06
2800.0	0.042764	-0.007818	0.226108	4.490842e-06	2.553082e-05	1.346912e-06
3000.0	0.043229	-0.007770	0.225014	3.913844e-06	2.561558e-05	1.314309e-06

68	40	44	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.080641	-0.132489	0.273926	4.266014e-05	5.021022e-05	5.770718e-06
200.0	0.081514	-0.132520	0.272420	4.613088e-05	5.023229e-05	5.936463e-06
400.0	0.082387	-0.132551	0.270915	4.960162e-05	5.025436e-05	6.102207e-06
600.0	0.083261	-0.132583	0.269410	5.307237e-05	5.027643e-05	6.267952e-06
800.0	0.084134	-0.132614	0.267905	5.654311e-05	5.029850e-05	6.433696e-06
1000.0	0.085007	-0.132645	0.266399	6.001385e-05	5.032057e-05	6.599441e-06
1200.0	0.085880	-0.132676	0.264894	6.348459e-05	5.034264e-05	6.765185e-06
1400.0	0.086753	-0.132708	0.263389	6.695533e-05	5.036471e-05	6.930930e-06
1600.0	0.087626	-0.132739	0.261884	7.042608e-05	5.038678e-05	7.096675e-06
1800.0	0.088500	-0.132770	0.260379	7.389682e-05	5.040885e-05	7.262419e-06
2000.0	0.089373	-0.132801	0.258873	7.736756e-05	5.043092e-05	7.428164e-06
2200.0	0.090246	-0.132832	0.257368	8.083830e-05	5.045299e-05	7.593908e-06
2400.0	0.091119	-0.132864	0.255863	8.430905e-05	5.047506e-05	7.759653e-06
2600.0	0.091992	-0.132895	0.254358	8.777979e-05	5.049713e-05	7.925397e-06
2800.0	0.092865	-0.132926	0.252852	9.125053e-05	5.051920e-05	8.091142e-06
3000.0	0.093739	-0.132957	0.251347	9.472127e-05	5.054127e-05	8.256886e-06

69	13	17	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.007599	-0.005767	0.028724	4.922317e-06	5.912935e-06	2.050080e-07
200.0	0.007751	-0.005771	0.028876	4.689851e-06	5.953986e-06	2.235064e-07
400.0	0.007904	-0.005776	0.029028	4.457386e-06	5.995038e-06	2.420048e-07
600.0	0.008056	-0.005780	0.029180	4.224920e-06	6.036089e-06	2.605031e-07
800.0	0.008209	-0.005785	0.029333	3.992455e-06	6.077141e-06	2.790015e-07
1000.0	0.008361	-0.005789	0.029485	3.759990e-06	6.118192e-06	2.974999e-07
1200.0	0.008514	-0.005794	0.029637	3.527524e-06	6.159243e-06	3.159983e-07
1400.0	0.008666	-0.005798	0.029790	3.295059e-06	6.200295e-06	3.344967e-07
1600.0	0.008819	-0.005803	0.029942	3.062593e-06	6.241346e-06	3.529950e-07
1800.0	0.008971	-0.005807	0.030094	2.830128e-06	6.282397e-06	3.714934e-07
2000.0	0.009124	-0.005812	0.030246	2.597663e-06	6.323449e-06	3.899918e-07
2200.0	0.009276	-0.005816	0.030399	2.365197e-06	6.364500e-06	4.084902e-07
2400.0	0.009429	-0.005821	0.030551	2.132732e-06	6.405552e-06	4.269885e-07
2600.0	0.009581	-0.005825	0.030703	1.900266e-06	6.446603e-06	4.454869e-07
2800.0	0.009733	-0.005830	0.030855	1.667801e-06	6.487654e-06	4.639853e-07
3000.0	0.009886	-0.005834	0.031008	1.435335e-06	6.528706e-06	4.824837e-07

70	25	29	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.030448	-0.017832	0.048153	5.108162e-06	1.241481e-05	1.443054e-06
200.0	0.030915	-0.017838	0.048390	4.987609e-06	1.247689e-05	1.467430e-06
400.0	0.031381	-0.017845	0.048628	4.867057e-06	1.253896e-05	1.491807e-06
600.0	0.031848	-0.017851	0.048865	4.746504e-06	1.260104e-05	1.516184e-06
800.0	0.032314	-0.017857	0.049102	4.625951e-06	1.266312e-05	1.540560e-06
1000.0	0.032781	-0.017863	0.049340	4.505399e-06	1.272520e-05	1.564937e-06
1200.0	0.033247	-0.017870	0.049577	4.384846e-06	1.278728e-05	1.589314e-06
1400.0	0.033713	-0.017876	0.049814	4.264293e-06	1.284936e-05	1.613690e-06
1600.0	0.034180	-0.017882	0.050052	4.143741e-06	1.291143e-05	1.638067e-06
1800.0	0.034646	-0.017888	0.050289	4.023188e-06	1.297351e-05	1.662444e-06
2000.0	0.035113	-0.017894	0.050526	3.902636e-06	1.303559e-05	1.686820e-06
2200.0	0.035579	-0.017901	0.050764	3.782083e-06	1.309767e-05	1.711197e-06
2400.0	0.036046	-0.017907	0.051001	3.661530e-06	1.315975e-05	1.735574e-06
2600.0	0.036512	-0.017913	0.051238	3.540978e-06	1.322183e-05	1.759950e-06
2800.0	0.036979	-0.017919	0.051475	3.420425e-06	1.328391e-05	1.784327e-06
3000.0	0.037445	-0.017926	0.051713	3.299872e-06	1.334598e-05	1.808703e-06

71	37	41	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.064032	-0.038667	0.057890	1.133677e-05	1.256897e-05	7.568590e-06
200.0	0.064890	-0.038649	0.058156	1.071366e-05	1.257307e-05	7.457930e-06
400.0	0.065747	-0.038630	0.058422	1.009055e-05	1.257716e-05	7.347271e-06
600.0	0.066605	-0.038611	0.058688	9.467444e-06	1.258126e-05	7.236611e-06
800.0	0.067462	-0.038593	0.058954	8.844335e-06	1.258535e-05	7.125952e-06
1000.0	0.068320	-0.038574	0.059220	8.221225e-06	1.258945e-05	7.015292e-06
1200.0	0.069177	-0.038556	0.059486	7.598116e-06	1.259354e-05	6.904633e-06
1400.0	0.070035	-0.038537	0.059752	6.975006e-06	1.259764e-05	6.793973e-06
1600.0	0.070892	-0.038518	0.060018	6.351897e-06	1.260173e-05	6.683314e-06
1800.0	0.071750	-0.038500	0.060284	5.728787e-06	1.260583e-05	6.572654e-06
2000.0	0.072607	-0.038481	0.060550	5.105678e-06	1.260992e-05	6.461995e-06
2200.0	0.073465	-0.038463	0.060816	4.482568e-06	1.261402e-05	6.351335e-06
2400.0	0.074322	-0.038444	0.061082	3.859459e-06	1.261811e-05	6.240675e-06
2600.0	0.075180	-0.038425	0.061348	3.236349e-06	1.262221e-05	6.130016e-06
2800.0	0.076037	-0.038407	0.061614	2.613240e-06	1.262631e-05	6.019356e-06
3000.0	0.076895	-0.038388	0.061880	1.990130e-06	1.263040e-05	5.908697e-06

72	17	21	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.009886	-0.005834	0.031008	1.435335e-06	6.528706e-06	4.824837e-07
200.0	0.010038	-0.005839	0.030746	1.308602e-06	6.569757e-06	4.639853e-07
400.0	0.010191	-0.005843	0.030485	1.181869e-06	6.610808e-06	4.454869e-07
600.0	0.010343	-0.005848	0.030224	1.055136e-06	6.651860e-06	4.269885e-07
800.0	0.010496	-0.005852	0.029963	9.284034e-07	6.692911e-06	4.084902e-07
1000.0	0.010648	-0.005856	0.029702	8.016704e-07	6.733963e-06	3.899918e-07
1200.0	0.010801	-0.005861	0.029441	6.749373e-07	6.775014e-06	3.714934e-07
1400.0	0.010953	-0.005865	0.029180	5.482043e-07	6.816065e-06	3.529950e-07
1600.0	0.011106	-0.005870	0.028919	4.214713e-07	6.857117e-06	3.344967e-07
1800.0	0.011258	-0.005874	0.028657	2.947383e-07	6.898168e-06	3.159983e-07
2000.0	0.011411	-0.005879	0.028396	1.680052e-07	6.939219e-06	2.974999e-07
2200.0	0.011563	-0.005883	0.028135	4.127222e-08	6.980271e-06	2.790015e-07
2400.0	0.011716	-0.005887	0.027874	-8.546080e-08	7.021322e-06	2.605031e-07
2600.0	0.011868	-0.005892	0.027613	-2.121938e-07	7.062373e-06	2.420048e-07
2800.0	0.012021	-0.005896	0.027352	-3.389268e-07	7.103425e-06	2.235064e-07
3000.0	0.012173	-0.005901	0.027091	-4.656599e-07	7.144476e-06	2.050080e-07

73	29	33	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.037445	-0.017926	0.051713	3.299872e-06	1.334598e-05	1.808703e-06
200.0	0.037912	-0.017923	0.051277	3.196173e-06	1.340806e-05	1.784327e-06
400.0	0.038378	-0.017920	0.050841	3.092473e-06	1.347014e-05	1.759950e-06
600.0	0.038845	-0.017917	0.050405	2.988773e-06	1.353222e-05	1.735574e-06
800.0	0.039311	-0.017914	0.049970	2.885073e-06	1.359430e-05	1.711197e-06
1000.0	0.039778	-0.017911	0.049534	2.781373e-06	1.365638e-05	1.686820e-06
1200.0	0.040244	-0.017908	0.049098	2.677673e-06	1.371846e-05	1.662444e-06
1400.0	0.040711	-0.017905	0.048662	2.573973e-06	1.378053e-05	1.638067e-06
1600.0	0.041177	-0.017902	0.048226	2.470274e-06	1.384261e-05	1.613690e-06
1800.0	0.041644	-0.017899	0.047791	2.366574e-06	1.390469e-05	1.589314e-06
2000.0	0.042110	-0.017896	0.047355	2.262874e-06	1.396677e-05	1.564937e-06
2200.0	0.042577	-0.017893	0.046919	2.159174e-06	1.402885e-05	1.540560e-06
2400.0	0.043043	-0.017890	0.046483	2.055474e-06	1.409093e-05	1.516184e-06
2600.0	0.043510	-0.017887	0.046047	1.951774e-06	1.415301e-05	1.491807e-06
2800.0	0.043976	-0.017884	0.045612	1.848075e-06	1.421508e-05	1.467430e-06
3000.0	0.044443	-0.017881	0.045176	1.744375e-06	1.427716e-05	1.443054e-06

74	41	45	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.076895	-0.038388	0.061880	1.990130e-06	1.263040e-05	5.908697e-06
200.0	0.077752	-0.038379	0.061362	2.158588e-06	1.263450e-05	6.019356e-06
400.0	0.078610	-0.038371	0.060844	2.327045e-06	1.263859e-05	6.130016e-06
600.0	0.079467	-0.038362	0.060326	2.495502e-06	1.264269e-05	6.240675e-06
800.0	0.080325	-0.038353	0.059808	2.663960e-06	1.264678e-05	6.351335e-06
1000.0	0.081182	-0.038344	0.059290	2.832417e-06	1.265088e-05	6.461995e-06
1200.0	0.082039	-0.038335	0.058772	3.000875e-06	1.265497e-05	6.572654e-06
1400.0	0.082897	-0.038326	0.058254	3.169332e-06	1.265907e-05	6.683314e-06
1600.0	0.083754	-0.038318	0.057736	3.337789e-06	1.266316e-05	6.793973e-06
1800.0	0.084612	-0.038309	0.057218	3.506247e-06	1.266726e-05	6.904633e-06
2000.0	0.085469	-0.038300	0.056700	3.674704e-06	1.267135e-05	7.015292e-06
2200.0	0.086327	-0.038291	0.056182	3.843162e-06	1.267545e-05	7.125952e-06
2400.0	0.087184	-0.038282	0.055664	4.011619e-06	1.267954e-05	7.236611e-06
2600.0	0.088042	-0.038273	0.055146	4.180076e-06	1.268364e-05	7.347271e-06
2800.0	0.088899	-0.038265	0.054628	4.348534e-06	1.268773e-05	7.457930e-06
3000.0	0.089757	-0.038256	0.054110	4.516991e-06	1.269183e-05	7.568590e-06

75	14	18	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.008676	-0.002183	0.026303	3.420928e-06	5.062336e-06	8.095495e-07
200.0	0.008832	-0.002188	0.026502	3.222949e-06	5.113748e-06	8.071504e-07
400.0	0.008988	-0.002192	0.026701	3.024969e-06	5.165161e-06	8.047514e-07
600.0	0.009144	-0.002197	0.026901	2.826989e-06	5.216574e-06	8.023524e-07
800.0	0.009300	-0.002201	0.027100	2.629010e-06	5.267986e-06	7.999533e-07
1000.0	0.009456	-0.002206	0.027299	2.431030e-06	5.319399e-06	7.975543e-07
1200.0	0.009613	-0.002210	0.027498	2.233051e-06	5.370812e-06	7.951553e-07
1400.0	0.009769	-0.002215	0.027697	2.035071e-06	5.422224e-06	7.927563e-07
1600.0	0.009925	-0.002219	0.027896	1.837091e-06	5.473637e-06	7.903572e-07
1800.0	0.010081	-0.002224	0.028095	1.639112e-06	5.525050e-06	7.879582e-07
2000.0	0.010237	-0.002228	0.028294	1.441132e-06	5.576462e-06	7.855592e-07
2200.0	0.010394	-0.002233	0.028493	1.243153e-06	5.627875e-06	7.831601e-07
2400.0	0.010550	-0.002238	0.028692	1.045173e-06	5.679287e-06	7.807611e-07
2600.0	0.010706	-0.002242	0.028891	8.471933e-07	5.730700e-06	7.783621e-07
2800.0	0.010862	-0.002247	0.029090	6.492137e-07	5.782113e-06	7.759630e-07
3000.0	0.011018	-0.002251	0.029289	4.512341e-07	5.833525e-06	7.735640e-07

76	26	30	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.031474	-0.005312	0.043816	2.349747e-06	6.459708e-06	2.168553e-06
200.0	0.031942	-0.005314	0.044140	2.228526e-06	6.533793e-06	2.173273e-06
400.0	0.032410	-0.005316	0.044464	2.107304e-06	6.607877e-06	2.177993e-06
600.0	0.032878	-0.005318	0.044789	1.986083e-06	6.681961e-06	2.182714e-06
800.0	0.033346	-0.005320	0.045113	1.864861e-06	6.756045e-06	2.187434e-06
1000.0	0.033814	-0.005322	0.045437	1.743640e-06	6.830129e-06	2.192154e-06
1200.0	0.034281	-0.005323	0.045761	1.622419e-06	6.904214e-06	2.196874e-06
1400.0	0.034749	-0.005325	0.046085	1.501197e-06	6.978298e-06	2.201595e-06
1600.0	0.035217	-0.005327	0.046409	1.379976e-06	7.052382e-06	2.206315e-06
1800.0	0.035685	-0.005329	0.046733	1.258754e-06	7.126466e-06	2.211035e-06
2000.0	0.036153	-0.005331	0.047058	1.137533e-06	7.200550e-06	2.215756e-06
2200.0	0.036621	-0.005333	0.047382	1.016311e-06	7.274635e-06	2.220476e-06
2400.0	0.037089	-0.005335	0.047706	8.950900e-07	7.348719e-06	2.225196e-06
2600.0	0.037557	-0.005336	0.048030	7.738686e-07	7.422803e-06	2.229917e-06
2800.0	0.038025	-0.005338	0.048354	6.526471e-07	7.496887e-06	2.234637e-06
3000.0	0.038493	-0.005340	0.048678	5.314257e-07	7.570971e-06	2.239357e-06

77	38	42	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.060713	-0.007985	0.052517	4.132999e-06	8.064458e-06	3.474877e-06
200.0	0.061544	-0.007972	0.052895	3.870128e-06	8.115064e-06	3.507547e-06
400.0	0.062375	-0.007958	0.053273	3.607258e-06	8.165671e-06	3.540216e-06
600.0	0.063206	-0.007944	0.053651	3.344387e-06	8.216277e-06	3.572886e-06
800.0	0.064036	-0.007930	0.054029	3.081517e-06	8.266883e-06	3.605555e-06
1000.0	0.064867	-0.007916	0.054406	2.818646e-06	8.317490e-06	3.638225e-06
1200.0	0.065698	-0.007902	0.054784	2.555776e-06	8.368096e-06	3.670894e-06
1400.0	0.066529	-0.007889	0.055162	2.292905e-06	8.418702e-06	3.703564e-06
1600.0	0.067360	-0.007875	0.055540	2.030035e-06	8.469308e-06	3.736234e-06
1800.0	0.068190	-0.007861	0.055918	1.767164e-06	8.519915e-06	3.768903e-06
2000.0	0.069021	-0.007847	0.056295	1.504294e-06	8.570521e-06	3.801573e-06
2200.0	0.069852	-0.007833	0.056673	1.241423e-06	8.621127e-06	3.834242e-06
2400.0	0.070683	-0.007819	0.057051	9.785526e-07	8.671734e-06	3.866912e-06
2600.0	0.071513	-0.007805	0.057429	7.156821e-07	8.722340e-06	3.899581e-06
2800.0	0.072344	-0.007792	0.057806	4.528116e-07	8.772946e-06	3.932251e-06
3000.0	0.073175	-0.007778	0.058184	1.899411e-07	8.823553e-06	3.964920e-06

78	18	22	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.011018	-0.002251	0.029289	4.512341e-07	5.833525e-06	7.735640e-07
200.0	0.011175	-0.002256	0.029074	2.900153e-07	5.884938e-06	7.759630e-07
400.0	0.011331	-0.002260	0.028860	1.287965e-07	5.936351e-06	7.783621e-07
600.0	0.011487	-0.002264	0.028646	-3.242235e-08	5.987763e-06	7.807611e-07
800.0	0.011643	-0.002269	0.028431	-1.936412e-07	6.039176e-06	7.831601e-07
1000.0	0.011799	-0.002273	0.028217	-3.548600e-07	6.090589e-06	7.855592e-07
1200.0	0.011955	-0.002278	0.028003	-5.160788e-07	6.142001e-06	7.879582e-07
1400.0	0.012112	-0.002282	0.027788	-6.772976e-07	6.193414e-06	7.903572e-07
1600.0	0.012268	-0.002286	0.027574	-8.385164e-07	6.244827e-06	7.927563e-07
1800.0	0.012424	-0.002291	0.027359	-9.997352e-07	6.296239e-06	7.951553e-07
2000.0	0.012580	-0.002295	0.027145	-1.160954e-06	6.347652e-06	7.975543e-07
2200.0	0.012736	-0.002300	0.026931	-1.322173e-06	6.399065e-06	7.999533e-07
2400.0	0.012893	-0.002304	0.026716	-1.483392e-06	6.450477e-06	8.023524e-07
2600.0	0.013049	-0.002308	0.026502	-1.644610e-06	6.501890e-06	8.047514e-07
2800.0	0.013205	-0.002313	0.026288	-1.805829e-06	6.553303e-06	8.071504e-07
3000.0	0.013361	-0.002317	0.026073	-1.967048e-06	6.604715e-06	8.095495e-07

79	30	34	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.038493	-0.005340	0.048678	5.314257e-07	7.570971e-06	2.239357e-06
200.0	0.038961	-0.005342	0.048329	4.283947e-07	7.645056e-06	2.234637e-06
400.0	0.039429	-0.005343	0.047980	3.253636e-07	7.719140e-06	2.229917e-06
600.0	0.039896	-0.005344	0.047632	2.223326e-07	7.793224e-06	2.225196e-06
800.0	0.040364	-0.005346	0.047283	1.193015e-07	7.867308e-06	2.220476e-06
1000.0	0.040832	-0.005347	0.046934	1.627045e-08	7.941392e-06	2.215756e-06
1200.0	0.041300	-0.005349	0.046585	-8.676060e-08	8.015476e-06	2.211035e-06
1400.0	0.041768	-0.005350	0.046236	-1.897916e-07	8.089561e-06	2.206315e-06
1600.0	0.042236	-0.005352	0.045887	-2.928227e-07	8.163645e-06	2.201595e-06
1800.0	0.042704	-0.005353	0.045538	-3.958538e-07	8.237729e-06	2.196874e-06
2000.0	0.043172	-0.005354	0.045189	-4.988848e-07	8.311813e-06	2.192154e-06
2200.0	0.043640	-0.005356	0.044840	-6.019159e-07	8.385897e-06	2.187434e-06
2400.0	0.044108	-0.005357	0.044491	-7.049469e-07	8.459982e-06	2.182714e-06
2600.0	0.044576	-0.005359	0.044142	-8.079780e-07	8.534066e-06	2.177993e-06
2800.0	0.045044	-0.005360	0.043793	-9.110090e-07	8.608150e-06	2.173273e-06
3000.0	0.045511	-0.005362	0.043444	-1.014040e-06	8.682234e-06	2.168553e-06

80	42	46	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.073175	-0.007778	0.058184	1.899411e-07	8.823553e-06	3.964920e-06
200.0	0.074006	-0.007764	0.057778	-1.840523e-09	8.874159e-06	3.932251e-06
400.0	0.074837	-0.007751	0.057372	-1.936221e-07	8.924765e-06	3.899581e-06
600.0	0.075667	-0.007737	0.056966	-3.854037e-07	8.975372e-06	3.866912e-06
800.0	0.076498	-0.007723	0.056559	-5.771853e-07	9.025978e-06	3.834242e-06
1000.0	0.077329	-0.007710	0.056153	-7.689669e-07	9.076584e-06	3.801573e-06
1200.0	0.078160	-0.007696	0.055747	-9.607484e-07	9.127191e-06	3.768903e-06
1400.0	0.078990	-0.007683	0.055341	-1.152530e-06	9.177797e-06	3.736234e-06
1600.0	0.079821	-0.007669	0.054935	-1.344312e-06	9.228403e-06	3.703564e-06
1800.0	0.080652	-0.007655	0.054528	-1.536093e-06	9.279009e-06	3.670894e-06
2000.0	0.081483	-0.007642	0.054122	-1.727875e-06	9.329616e-06	3.638225e-06
2200.0	0.082314	-0.007628	0.053716	-1.919656e-06	9.380222e-06	3.605555e-06
2400.0	0.083144	-0.007615	0.053310	-2.111438e-06	9.430828e-06	3.572886e-06
2600.0	0.083975	-0.007601	0.052904	-2.303220e-06	9.481435e-06	3.540216e-06
2800.0	0.084806	-0.007587	0.052498	-2.495001e-06	9.532041e-06	3.507547e-06
3000.0	0.085637	-0.007574	0.052091	-2.686783e-06	9.582647e-06	3.474877e-06

81	15	19	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.009508	0.002139	0.016610	2.081809e-06	-1.003200e-05	7.970860e-07
200.0	0.009665	0.002134	0.016819	1.916931e-06	-9.966818e-06	7.979379e-07
400.0	0.009822	0.002130	0.017028	1.752053e-06	-9.901637e-06	7.987898e-07
600.0	0.009980	0.002126	0.017237	1.587175e-06	-9.836456e-06	7.996417e-07
800.0	0.010137	0.002122	0.017445	1.422297e-06	-9.771276e-06	8.004936e-07
1000.0	0.010294	0.002117	0.017654	1.257420e-06	-9.706095e-06	8.013455e-07
1200.0	0.010452	0.002113	0.017863	1.092542e-06	-9.640914e-06	8.021973e-07
1400.0	0.010609	0.002109	0.018071	9.276637e-07	-9.575733e-06	8.030492e-07
1600.0	0.010766	0.002104	0.018280	7.627857e-07	-9.510552e-06	8.039011e-07
1800.0	0.010924	0.002100	0.018489	5.979078e-07	-9.445371e-06	8.047530e-07
2000.0	0.011081	0.002096	0.018698	4.330298e-07	-9.380190e-06	8.056049e-07
2200.0	0.011238	0.002091	0.018906	2.681519e-07	-9.315009e-06	8.064568e-07
2400.0	0.011395	0.002087	0.019115	1.032739e-07	-9.249828e-06	8.073087e-07
2600.0	0.011553	0.002083	0.019324	-6.160400e-08	-9.184647e-06	8.081606e-07
