Element	Node1	Node2	Type	Length	Sample Points (every 200mm)

0	0	12	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
1800.0	0.033536	-0.003674	-0.023356	-2.656480e-06	2.264199e-06	-1.557398e-06
2000.0	0.035681	-0.003859	-0.024099	-2.584292e-06	1.618380e-06	-1.641878e-06
2200.0	0.037826	-0.004045	-0.024841	-2.512105e-06	9.725611e-07	-1.726357e-06
2400.0	0.039972	-0.004230	-0.025584	-2.439917e-06	3.267419e-07	-1.810836e-06
2600.0	0.042117	-0.004416	-0.026327	-2.367730e-06	-3.190772e-07	-1.895315e-06
2800.0	0.044262	-0.004601	-0.027070	-2.295543e-06	-9.648963e-07	-1.979794e-06
3000.0	0.046408	-0.004787	-0.027812	-2.223355e-06	-1.610715e-06	-2.064273e-06

35	35	47	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.046408	-0.004787	-0.027812	-2.223355e-06	-1.610715e-06	-2.064273e-06
200.0	0.048800	-0.004931	-0.028193	-2.320482e-06	-3.896232e-07	-2.147220e-06
400.0	0.051193	-0.005075	-0.028573	-2.417610e-06	8.314690e-07	-2.230167e-06
600.0	0.053585	-0.005220	-0.028953	-2.514737e-06	2.052561e-06	-2.313115e-06
800.0	0.055978	-0.005364	-0.029333	-2.611865e-06	3.273653e-06	-2.396062e-06
1000.0	0.058371	-0.005508	-0.029714	-2.708992e-06	4.494746e-06	-2.479009e-06
1200.0	0.060763	-0.005653	-0.030094	-2.806119e-06	5.715838e-06	-2.561956e-06
1400.0	0.063156	-0.005797	-0.030474	-2.903247e-06	6.936930e-06	-2.644903e-06
1600.0	0.065548	-0.005941	-0.030855	-3.000374e-06	8.158022e-06	-2.727850e-06
1800.0	0.067941	-0.006086	-0.031235	-3.097502e-06	9.379114e-06	-2.810797e-06
2000.0	0.070333	-0.006230	-0.031615	-3.194629e-06	1.060021e-05	-2.893744e-06
2200.0	0.072726	-0.006374	-0.031995	-3.291756e-06	1.182130e-05	-2.976691e-06
2400.0	0.075118	-0.006518	-0.032376	-3.388884e-06	1.304239e-05	-3.059639e-06
2600.0	0.077511	-0.006663	-0.032756	-3.486011e-06	1.426348e-05	-3.142586e-06
2800.0	0.079903	-0.006807	-0.033136	-3.583139e-06	1.548458e-05	-3.225533e-06
3000.0	0.082296	-0.006951	-0.033517	-3.680266e-06	1.670567e-05	-3.308480e-06

36	12	13	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.006640	-0.001432	0.152692	-3.917279e-06	-2.367718e-05	8.005654e-08
200.0	-0.006672	-0.001193	0.148559	-3.950780e-06	-2.308504e-05	8.422159e-08
400.0	-0.006704	-0.000953	0.144427	-3.984282e-06	-2.249289e-05	8.838664e-08
600.0	-0.006736	-0.000713	0.140295	-4.017783e-06	-2.190075e-05	9.255169e-08
800.0	-0.006768	-0.000473	0.136163	-4.051284e-06	-2.130861e-05	9.671674e-08
1000.0	-0.006800	-0.000233	0.132030	-4.084785e-06	-2.071647e-05	1.008818e-07
1200.0	-0.006832	0.000007	0.127898	-4.118287e-06	-2.012433e-05	1.050468e-07
1400.0	-0.006864	0.000247	0.123766	-4.151788e-06	-1.953219e-05	1.092119e-07
1600.0	-0.006896	0.000487	0.119634	-4.185289e-06	-1.894005e-05	1.133769e-07
1800.0	-0.006927	0.000727	0.115501	-4.218790e-06	-1.834790e-05	1.175420e-07
2000.0	-0.006959	0.000967	0.111369	-4.252292e-06	-1.775576e-05	1.217070e-07
2200.0	-0.006991	0.001207	0.107237	-4.285793e-06	-1.716362e-05	1.258721e-07
2400.0	-0.007023	0.001447	0.103104	-4.319294e-06	-1.657148e-05	1.300371e-07
2600.0	-0.007055	0.001687	0.098972	-4.352795e-06	-1.597934e-05	1.342022e-07
2800.0	-0.007087	0.001927	0.094840	-4.386297e-06	-1.538720e-05	1.383672e-07
3000.0	-0.007119	0.002167	0.090708	-4.419798e-06	-1.479506e-05	1.425323e-07
3200.0	-0.007151	0.002407	0.086575	-4.453299e-06	-1.420291e-05	1.466973e-07
3400.0	-0.007183	0.002647	0.082443	-4.486800e-06	-1.361077e-05	1.508624e-07
3600.0	-0.007215	0.002887	0.078311	-4.520302e-06	-1.301863e-05	1.550274e-07
3800.0	-0.007247	0.003127	0.074179	-4.553803e-06	-1.242649e-05	1.591925e-07
4000.0	-0.007279	0.003367	0.070046	-4.587304e-06	-1.183435e-05	1.633575e-07
4200.0	-0.007311	0.003607	0.065914	-4.620805e-06	-1.124221e-05	1.675226e-07
4400.0	-0.007343	0.003847	0.061782	-4.654307e-06	-1.065007e-05	1.716876e-07
4600.0	-0.007375	0.004087	0.057650	-4.687808e-06	-1.005792e-05	1.758527e-07
4800.0	-0.007407	0.004327	0.053517	-4.721309e-06	-9.465783e-06	1.800177e-07
5000.0	-0.007439	0.004567	0.049385	-4.754810e-06	-8.873642e-06	1.841828e-07
5200.0	-0.007471	0.004807	0.045253	-4.788312e-06	-8.281501e-06	1.883478e-07
5400.0	-0.007503	0.005047	0.041120	-4.821813e-06	-7.689359e-06	1.925129e-07
5600.0	-0.007535	0.005287	0.036988	-4.855314e-06	-7.097218e-06	1.966779e-07
5800.0	-0.007567	0.005527	0.032856	-4.888815e-06	-6.505076e-06	2.008430e-07
6000.0	-0.007599	0.005767	0.028724	-4.922317e-06	-5.912935e-06	2.050080e-07

37	24	25	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.029263	0.007721	0.247717	-7.277631e-06	-2.307256e-05	1.314309e-06
200.0	-0.029302	0.008058	0.241065	-7.205315e-06	-2.271730e-05	1.318600e-06
400.0	-0.029342	0.008395	0.234413	-7.133000e-06	-2.236204e-05	1.322892e-06
600.0	-0.029381	0.008732	0.227761	-7.060684e-06	-2.200678e-05	1.327183e-06
800.0	-0.029421	0.009069	0.221109	-6.988369e-06	-2.165152e-05	1.331475e-06
1000.0	-0.029460	0.009406	0.214456	-6.916053e-06	-2.129626e-05	1.335766e-06
1200.0	-0.029500	0.009743	0.207804	-6.843737e-06	-2.094101e-05	1.340058e-06
1400.0	-0.029539	0.010080	0.201152	-6.771422e-06	-2.058575e-05	1.344349e-06
1600.0	-0.029579	0.010417	0.194500	-6.699106e-06	-2.023049e-05	1.348641e-06
1800.0	-0.029618	0.010754	0.187848	-6.626790e-06	-1.987523e-05	1.352932e-06
2000.0	-0.029658	0.011091	0.181196	-6.554475e-06	-1.951997e-05	1.357224e-06
2200.0	-0.029697	0.011428	0.174544	-6.482159e-06	-1.916471e-05	1.361515e-06
2400.0	-0.029737	0.011766	0.167892	-6.409843e-06	-1.880946e-05	1.365807e-06
2600.0	-0.029776	0.012103	0.161239	-6.337528e-06	-1.845420e-05	1.370098e-06
2800.0	-0.029816	0.012440	0.154587	-6.265212e-06	-1.809894e-05	1.374390e-06
3000.0	-0.029855	0.012777	0.147935	-6.192896e-06	-1.774368e-05	1.378681e-06
3200.0	-0.029895	0.013114	0.141283	-6.120581e-06	-1.738842e-05	1.382973e-06
3400.0	-0.029934	0.013451	0.134631	-6.048265e-06	-1.703316e-05	1.387264e-06
3600.0	-0.029974	0.013788	0.127979	-5.975950e-06	-1.667791e-05	1.391556e-06
3800.0	-0.030013	0.014125	0.121327	-5.903634e-06	-1.632265e-05	1.395847e-06
4000.0	-0.030053	0.014462	0.114674	-5.831318e-06	-1.596739e-05	1.400139e-06
4200.0	-0.030092	0.014799	0.108022	-5.759003e-06	-1.561213e-05	1.404430e-06
4400.0	-0.030132	0.015136	0.101370	-5.686687e-06	-1.525687e-05	1.408722e-06
4600.0	-0.030171	0.015473	0.094718	-5.614371e-06	-1.490161e-05	1.413013e-06
4800.0	-0.030211	0.015810	0.088066	-5.542056e-06	-1.454636e-05	1.417305e-06
5000.0	-0.030250	0.016147	0.081414	-5.469740e-06	-1.419110e-05	1.421596e-06
5200.0	-0.030290	0.016484	0.074762	-5.397424e-06	-1.383584e-05	1.425888e-06
5400.0	-0.030330	0.016821	0.068109	-5.325109e-06	-1.348058e-05	1.430179e-06
5600.0	-0.030369	0.017158	0.061457	-5.252793e-06	-1.312532e-05	1.434471e-06
5800.0	-0.030409	0.017495	0.054805	-5.180477e-06	-1.277007e-05	1.438762e-06
6000.0	-0.030448	0.017832	0.048153	-5.108162e-06	-1.241481e-05	1.443054e-06

38	36	37	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.067544	0.133369	0.284744	-1.015411e-04	-4.987916e-05	8.256886e-06
200.0	-0.067426	0.130212	0.277182	-9.853424e-05	-4.863549e-05	8.233943e-06
400.0	-0.067309	0.127055	0.269621	-9.552744e-05	-4.739181e-05	8.211000e-06
600.0	-0.067192	0.123899	0.262059	-9.252063e-05	-4.614814e-05	8.188057e-06
800.0	-0.067075	0.120742	0.254497	-8.951382e-05	-4.490447e-05	8.165113e-06
1000.0	-0.066958	0.117585	0.246935	-8.650701e-05	-4.366080e-05	8.142170e-06
1200.0	-0.066841	0.114429	0.239373	-8.350020e-05	-4.241712e-05	8.119227e-06
1400.0	-0.066724	0.111272	0.231812	-8.049339e-05	-4.117345e-05	8.096284e-06
1600.0	-0.066607	0.108115	0.224250	-7.748658e-05	-3.992978e-05	8.073341e-06
1800.0	-0.066490	0.104958	0.216688	-7.447977e-05	-3.868610e-05	8.050397e-06
2000.0	-0.066373	0.101802	0.209126	-7.147296e-05	-3.744243e-05	8.027454e-06
2200.0	-0.066256	0.098645	0.201564	-6.846615e-05	-3.619876e-05	8.004511e-06
2400.0	-0.066139	0.095488	0.194003	-6.545934e-05	-3.495509e-05	7.981568e-06
2600.0	-0.066022	0.092331	0.186441	-6.245253e-05	-3.371141e-05	7.958625e-06
2800.0	-0.065905	0.089175	0.178879	-5.944572e-05	-3.246774e-05	7.935681e-06
3000.0	-0.065788	0.086018	0.171317	-5.643891e-05	-3.122407e-05	7.912738e-06
3200.0	-0.065671	0.082861	0.163756	-5.343210e-05	-2.998039e-05	7.889795e-06
3400.0	-0.065554	0.079705	0.156194	-5.042529e-05	-2.873672e-05	7.866852e-06
3600.0	-0.065437	0.076548	0.148632	-4.741849e-05	-2.749305e-05	7.843909e-06
3800.0	-0.065320	0.073391	0.141070	-4.441168e-05	-2.624937e-05	7.820965e-06
4000.0	-0.065203	0.070234	0.133508	-4.140487e-05	-2.500570e-05	7.798022e-06
4200.0	-0.065086	0.067078	0.125947	-3.839806e-05	-2.376203e-05	7.775079e-06
4400.0	-0.064969	0.063921	0.118385	-3.539125e-05	-2.251836e-05	7.752136e-06
4600.0	-0.064852	0.060764	0.110823	-3.238444e-05	-2.127468e-05	7.729192e-06
4800.0	-0.064734	0.057608	0.103261	-2.937763e-05	-2.003101e-05	7.706249e-06
5000.0	-0.064617	0.054451	0.095699	-2.637082e-05	-1.878734e-05	7.683306e-06
5200.0	-0.064500	0.051294	0.088138	-2.336401e-05	-1.754366e-05	7.660363e-06
5400.0	-0.064383	0.048137	0.080576	-2.035720e-05	-1.629999e-05	7.637420e-06
5600.0	-0.064266	0.044981	0.073014	-1.735039e-05	-1.505632e-05	7.614476e-06
5800.0	-0.064149	0.041824	0.065452	-1.434358e-05	-1.381265e-05	7.591533e-06
6000.0	-0.064032	0.038667	0.057890	-1.133677e-05	-1.256897e-05	7.568590e-06

39	16	17	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.008884	-0.001451	0.150172	-6.074743e-07	-2.446244e-05	5.085315e-07
200.0	-0.008917	-0.001208	0.146200	-6.350697e-07	-2.386465e-05	5.076632e-07
400.0	-0.008951	-0.000966	0.142228	-6.626650e-07	-2.326685e-05	5.067950e-07
600.0	-0.008984	-0.000723	0.138256	-6.902604e-07	-2.266906e-05	5.059267e-07
800.0	-0.009017	-0.000480	0.134283	-7.178558e-07	-2.207127e-05	5.050584e-07
1000.0	-0.009051	-0.000237	0.130311	-7.454512e-07	-2.147348e-05	5.041902e-07
1200.0	-0.009084	0.000006	0.126339	-7.730465e-07	-2.087569e-05	5.033219e-07
1400.0	-0.009118	0.000249	0.122367	-8.006419e-07	-2.027790e-05	5.024537e-07
1600.0	-0.009151	0.000492	0.118395	-8.282373e-07	-1.968011e-05	5.015854e-07
1800.0	-0.009184	0.000734	0.114423	-8.558326e-07	-1.908232e-05	5.007171e-07
2000.0	-0.009218	0.000977	0.110451	-8.834280e-07	-1.848453e-05	4.998489e-07
2200.0	-0.009251	0.001220	0.106478	-9.110234e-07	-1.788674e-05	4.989806e-07
2400.0	-0.009285	0.001463	0.102506	-9.386188e-07	-1.728894e-05	4.981124e-07
2600.0	-0.009318	0.001706	0.098534	-9.662141e-07	-1.669115e-05	4.972441e-07
2800.0	-0.009351	0.001949	0.094562	-9.938095e-07	-1.609336e-05	4.963758e-07
3000.0	-0.009385	0.002191	0.090590	-1.021405e-06	-1.549557e-05	4.955076e-07
3200.0	-0.009418	0.002434	0.086618	-1.049000e-06	-1.489778e-05	4.946393e-07
3400.0	-0.009452	0.002677	0.082646	-1.076596e-06	-1.429999e-05	4.937711e-07
3600.0	-0.009485	0.002920	0.078673	-1.104191e-06	-1.370220e-05	4.929028e-07
3800.0	-0.009519	0.003163	0.074701	-1.131786e-06	-1.310441e-05	4.920345e-07
4000.0	-0.009552	0.003406	0.070729	-1.159382e-06	-1.250662e-05	4.911663e-07
4200.0	-0.009585	0.003649	0.066757	-1.186977e-06	-1.190883e-05	4.902980e-07
4400.0	-0.009619	0.003891	0.062785	-1.214572e-06	-1.131103e-05	4.894298e-07
4600.0	-0.009652	0.004134	0.058813	-1.242168e-06	-1.071324e-05	4.885615e-07
4800.0	-0.009686	0.004377	0.054840	-1.269763e-06	-1.011545e-05	4.876932e-07
5000.0	-0.009719	0.004620	0.050868	-1.297359e-06	-9.517661e-06	4.868250e-07
5200.0	-0.009752	0.004863	0.046896	-1.324954e-06	-8.919870e-06	4.859567e-07
5400.0	-0.009786	0.005106	0.042924	-1.352549e-06	-8.322079e-06	4.850885e-07
5600.0	-0.009819	0.005349	0.038952	-1.380145e-06	-7.724288e-06	4.842202e-07
5800.0	-0.009853	0.005591	0.034980	-1.407740e-06	-7.126497e-06	4.833519e-07
6000.0	-0.009886	0.005834	0.031008	-1.435335e-06	-6.528706e-06	4.824837e-07

40	28	29	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.036246	0.008489	0.241414	-1.256881e-05	-2.434407e-05	1.803356e-06
200.0	-0.036286	0.008803	0.235091	-1.225985e-05	-2.397747e-05	1.803535e-06
400.0	-0.036326	0.009118	0.228767	-1.195088e-05	-2.361086e-05	1.803713e-06
600.0	-0.036366	0.009433	0.222444	-1.164192e-05	-2.324426e-05	1.803891e-06
800.0	-0.036406	0.009747	0.216121	-1.133295e-05	-2.287766e-05	1.804069e-06
1000.0	-0.036446	0.010062	0.209797	-1.102399e-05	-2.251106e-05	1.804248e-06
1200.0	-0.036486	0.010376	0.203474	-1.071502e-05	-2.214445e-05	1.804426e-06
1400.0	-0.036526	0.010691	0.197150	-1.040606e-05	-2.177785e-05	1.804604e-06
1600.0	-0.036566	0.011005	0.190827	-1.009709e-05	-2.141125e-05	1.804782e-06
1800.0	-0.036606	0.011320	0.184504	-9.788129e-06	-2.104464e-05	1.804961e-06
2000.0	-0.036646	0.011634	0.178180	-9.479164e-06	-2.067804e-05	1.805139e-06
2200.0	-0.036686	0.011949	0.171857	-9.170199e-06	-2.031144e-05	1.805317e-06
2400.0	-0.036726	0.012264	0.165534	-8.861235e-06	-1.994484e-05	1.805495e-06
2600.0	-0.036766	0.012578	0.159210	-8.552270e-06	-1.957823e-05	1.805673e-06
2800.0	-0.036806	0.012893	0.152887	-8.243306e-06	-1.921163e-05	1.805852e-06
3000.0	-0.036846	0.013207	0.146563	-7.934341e-06	-1.884503e-05	1.806030e-06
3200.0	-0.036886	0.013522	0.140240	-7.625377e-06	-1.847842e-05	1.806208e-06
3400.0	-0.036926	0.013836	0.133917	-7.316412e-06	-1.811182e-05	1.806386e-06
3600.0	-0.036966	0.014151	0.127593	-7.007447e-06	-1.774522e-05	1.806565e-06
3800.0	-0.037006	0.014465	0.121270	-6.698483e-06	-1.737862e-05	1.806743e-06
4000.0	-0.037046	0.014780	0.114947	-6.389518e-06	-1.701201e-05	1.806921e-06
4200.0	-0.037086	0.015095	0.108623	-6.080554e-06	-1.664541e-05	1.807099e-06
4400.0	-0.037126	0.015409	0.102300	-5.771589e-06	-1.627881e-05	1.807278e-06
4600.0	-0.037166	0.015724	0.095976	-5.462625e-06	-1.591220e-05	1.807456e-06
4800.0	-0.037206	0.016038	0.089653	-5.153660e-06	-1.554560e-05	1.807634e-06
5000.0	-0.037246	0.016353	0.083330	-4.844695e-06	-1.517900e-05	1.807812e-06
5200.0	-0.037285	0.016667	0.077006	-4.535731e-06	-1.481240e-05	1.807991e-06
5400.0	-0.037325	0.016982	0.070683	-4.226766e-06	-1.444579e-05	1.808169e-06
5600.0	-0.037365	0.017296	0.064360	-3.917802e-06	-1.407919e-05	1.808347e-06
5800.0	-0.037405	0.017611	0.058036	-3.608837e-06	-1.371259e-05	1.808525e-06
6000.0	-0.037445	0.017926	0.051713	-3.299872e-06	-1.334598e-05	1.808703e-06

41	40	41	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.080641	0.132489	0.273926	-4.266014e-05	-5.021022e-05	5.770718e-06
200.0	-0.080516	0.129352	0.266857	-4.130447e-05	-4.895756e-05	5.775318e-06
400.0	-0.080391	0.126216	0.259789	-3.994880e-05	-4.770490e-05	5.779917e-06
600.0	-0.080266	0.123079	0.252721	-3.859314e-05	-4.645224e-05	5.784516e-06
800.0	-0.080141	0.119942	0.245653	-3.723747e-05	-4.519957e-05	5.789115e-06
1000.0	-0.080017	0.116806	0.238585	-3.588180e-05	-4.394691e-05	5.793715e-06
1200.0	-0.079892	0.113669	0.231516	-3.452614e-05	-4.269425e-05	5.798314e-06
1400.0	-0.079767	0.110532	0.224448	-3.317047e-05	-4.144159e-05	5.802913e-06
1600.0	-0.079642	0.107395	0.217380	-3.181480e-05	-4.018893e-05	5.807513e-06
1800.0	-0.079517	0.104259	0.210312	-3.045914e-05	-3.893627e-05	5.812112e-06
2000.0	-0.079392	0.101122	0.203244	-2.910347e-05	-3.768361e-05	5.816711e-06
2200.0	-0.079267	0.097985	0.196175	-2.774780e-05	-3.643095e-05	5.821310e-06
2400.0	-0.079142	0.094849	0.189107	-2.639214e-05	-3.517829e-05	5.825910e-06
2600.0	-0.079018	0.091712	0.182039	-2.503647e-05	-3.392563e-05	5.830509e-06
2800.0	-0.078893	0.088575	0.174971	-2.368080e-05	-3.267297e-05	5.835108e-06
3000.0	-0.078768	0.085439	0.167903	-2.232513e-05	-3.142031e-05	5.839708e-06
3200.0	-0.078643	0.082302	0.160834	-2.096947e-05	-3.016765e-05	5.844307e-06
3400.0	-0.078518	0.079165	0.153766	-1.961380e-05	-2.891499e-05	5.848906e-06
3600.0	-0.078393	0.076029	0.146698	-1.825813e-05	-2.766233e-05	5.853505e-06
3800.0	-0.078268	0.072892	0.139630	-1.690247e-05	-2.640967e-05	5.858105e-06
4000.0	-0.078143	0.069755	0.132562	-1.554680e-05	-2.515701e-05	5.862704e-06
4200.0	-0.078018	0.066618	0.125493	-1.419113e-05	-2.390435e-05	5.867303e-06
4400.0	-0.077894	0.063482	0.118425	-1.283547e-05	-2.265168e-05	5.871903e-06
4600.0	-0.077769	0.060345	0.111357	-1.147980e-05	-2.139902e-05	5.876502e-06
4800.0	-0.077644	0.057208	0.104289	-1.012413e-05	-2.014636e-05	5.881101e-06
5000.0	-0.077519	0.054072	0.097221	-8.768465e-06	-1.889370e-05	5.885700e-06
5200.0	-0.077394	0.050935	0.090153	-7.412798e-06	-1.764104e-05	5.890300e-06
5400.0	-0.077269	0.047798	0.083084	-6.057131e-06	-1.638838e-05	5.894899e-06
5600.0	-0.077144	0.044662	0.076016	-4.701464e-06	-1.513572e-05	5.899498e-06
5800.0	-0.077019	0.041525	0.068948	-3.345797e-06	-1.388306e-05	5.904098e-06
6000.0	-0.076895	0.038388	0.061880	-1.990130e-06	-1.263040e-05	5.908697e-06

42	20	21	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.011128	-0.001298	0.141451	1.470697e-06	-2.524770e-05	8.005654e-08
200.0	-0.011163	-0.001058	0.137639	1.437196e-06	-2.464426e-05	8.422159e-08
400.0	-0.011198	-0.000818	0.133827	1.403695e-06	-2.404082e-05	8.838664e-08
600.0	-0.011232	-0.000579	0.130015	1.370193e-06	-2.343737e-05	9.255169e-08
800.0	-0.011267	-0.000339	0.126203	1.336692e-06	-2.283393e-05	9.671674e-08
1000.0	-0.011302	-0.000099	0.122391	1.303191e-06	-2.223049e-05	1.008818e-07
1200.0	-0.011337	0.000141	0.118579	1.269690e-06	-2.162705e-05	1.050468e-07
1400.0	-0.011372	0.000381	0.114767	1.236188e-06	-2.102361e-05	1.092119e-07
1600.0	-0.011407	0.000621	0.110955	1.202687e-06	-2.042017e-05	1.133769e-07
1800.0	-0.011441	0.000861	0.107143	1.169186e-06	-1.981673e-05	1.175420e-07
2000.0	-0.011476	0.001101	0.103331	1.135685e-06	-1.921329e-05	1.217070e-07
2200.0	-0.011511	0.001341	0.099519	1.102184e-06	-1.860985e-05	1.258721e-07
2400.0	-0.011546	0.001581	0.095707	1.068682e-06	-1.800641e-05	1.300371e-07
2600.0	-0.011581	0.001821	0.091895	1.035181e-06	-1.740297e-05	1.342022e-07
2800.0	-0.011616	0.002061	0.088083	1.001680e-06	-1.679953e-05	1.383672e-07
3000.0	-0.011650	0.002301	0.084271	9.681785e-07	-1.619609e-05	1.425323e-07
3200.0	-0.011685	0.002541	0.080459	9.346773e-07	-1.559265e-05	1.466973e-07
3400.0	-0.011720	0.002781	0.076647	9.011760e-07	-1.498921e-05	1.508624e-07
3600.0	-0.011755	0.003021	0.072835	8.676748e-07	-1.438576e-05	1.550274e-07
3800.0	-0.011790	0.003261	0.069023	8.341736e-07	-1.378232e-05	1.591925e-07
4000.0	-0.011825	0.003501	0.065211	8.006723e-07	-1.317888e-05	1.633575e-07
4200.0	-0.011860	0.003741	0.061399	7.671711e-07	-1.257544e-05	1.675226e-07
4400.0	-0.011894	0.003981	0.057587	7.336698e-07	-1.197200e-05	1.716876e-07
4600.0	-0.011929	0.004221	0.053775	7.001686e-07	-1.136856e-05	1.758527e-07
4800.0	-0.011964	0.004461	0.049963	6.666673e-07	-1.076512e-05	1.800177e-07
5000.0	-0.011999	0.004701	0.046151	6.331661e-07	-1.016168e-05	1.841828e-07
5200.0	-0.012034	0.004941	0.042339	5.996648e-07	-9.558239e-06	1.883478e-07
5400.0	-0.012069	0.005181	0.038527	5.661636e-07	-8.954798e-06	1.925129e-07
5600.0	-0.012103	0.005421	0.034715	5.326624e-07	-8.351358e-06	1.966779e-07
5800.0	-0.012138	0.005661	0.030903	4.991611e-07	-7.747917e-06	2.008430e-07
6000.0	-0.012173	0.005901	0.027091	4.656599e-07	-7.144476e-06	2.050080e-07

43	32	33	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.043229	0.007770	0.225014	-3.913844e-06	-2.561558e-05	1.314309e-06
200.0	-0.043270	0.008107	0.219020	-3.841528e-06	-2.523764e-05	1.318600e-06
400.0	-0.043310	0.008444	0.213025	-3.769213e-06	-2.485969e-05	1.322892e-06
600.0	-0.043351	0.008781	0.207030	-3.696897e-06	-2.448174e-05	1.327183e-06
800.0	-0.043391	0.009118	0.201036	-3.624581e-06	-2.410380e-05	1.331475e-06
1000.0	-0.043432	0.009455	0.195041	-3.552266e-06	-2.372585e-05	1.335766e-06
1200.0	-0.043472	0.009792	0.189047	-3.479950e-06	-2.334790e-05	1.340058e-06
1400.0	-0.043513	0.010130	0.183052	-3.407634e-06	-2.296995e-05	1.344349e-06
1600.0	-0.043553	0.010467	0.177057	-3.335319e-06	-2.259201e-05	1.348641e-06
1800.0	-0.043593	0.010804	0.171063	-3.263003e-06	-2.221406e-05	1.352932e-06
2000.0	-0.043634	0.011141	0.165068	-3.190688e-06	-2.183611e-05	1.357224e-06
2200.0	-0.043674	0.011478	0.159073	-3.118372e-06	-2.145816e-05	1.361515e-06
2400.0	-0.043715	0.011815	0.153079	-3.046056e-06	-2.108022e-05	1.365807e-06
2600.0	-0.043755	0.012152	0.147084	-2.973741e-06	-2.070227e-05	1.370098e-06
2800.0	-0.043796	0.012489	0.141090	-2.901425e-06	-2.032432e-05	1.374390e-06
3000.0	-0.043836	0.012826	0.135095	-2.829109e-06	-1.994637e-05	1.378681e-06
3200.0	-0.043877	0.013163	0.129100	-2.756794e-06	-1.956843e-05	1.382973e-06
3400.0	-0.043917	0.013500	0.123106	-2.684478e-06	-1.919048e-05	1.387264e-06
3600.0	-0.043957	0.013837	0.117111	-2.612162e-06	-1.881253e-05	1.391556e-06
3800.0	-0.043998	0.014174	0.111117	-2.539847e-06	-1.843458e-05	1.395847e-06
4000.0	-0.044038	0.014511	0.105122	-2.467531e-06	-1.805664e-05	1.400139e-06
4200.0	-0.044079	0.014848	0.099127	-2.395215e-06	-1.767869e-05	1.404430e-06
4400.0	-0.044119	0.015185	0.093133	-2.322900e-06	-1.730074e-05	1.408722e-06
4600.0	-0.044160	0.015522	0.087138	-2.250584e-06	-1.692279e-05	1.413013e-06
4800.0	-0.044200	0.015859	0.081143	-2.178269e-06	-1.654485e-05	1.417305e-06
5000.0	-0.044241	0.016196	0.075149	-2.105953e-06	-1.616690e-05	1.421596e-06
5200.0	-0.044281	0.016533	0.069154	-2.033637e-06	-1.578895e-05	1.425888e-06
5400.0	-0.044321	0.016870	0.063160	-1.961322e-06	-1.541100e-05	1.430179e-06
5600.0	-0.044362	0.017207	0.057165	-1.889006e-06	-1.503306e-05	1.434471e-06
5800.0	-0.044402	0.017544	0.051170	-1.816690e-06	-1.465511e-05	1.438762e-06
6000.0	-0.044443	0.017881	0.045176	-1.744375e-06	-1.427716e-05	1.443054e-06

44	44	45	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.093739	0.132957	0.251347	-9.472127e-05	-5.054127e-05	8.256886e-06
200.0	-0.093606	0.129801	0.244773	-9.171446e-05	-4.927963e-05	8.233943e-06
400.0	-0.093473	0.126644	0.238198	-8.870765e-05	-4.801798e-05	8.211000e-06
600.0	-0.093340	0.123487	0.231623	-8.570084e-05	-4.675633e-05	8.188057e-06
800.0	-0.093208	0.120330	0.225049	-8.269403e-05	-4.549468e-05	8.165113e-06
1000.0	-0.093075	0.117174	0.218474	-7.968723e-05	-4.423303e-05	8.142170e-06
1200.0	-0.092942	0.114017	0.211900	-7.668042e-05	-4.297138e-05	8.119227e-06
1400.0	-0.092809	0.110860	0.205325	-7.367361e-05	-4.170974e-05	8.096284e-06
1600.0	-0.092677	0.107704	0.198751	-7.066680e-05	-4.044809e-05	8.073341e-06
1800.0	-0.092544	0.104547	0.192176	-6.765999e-05	-3.918644e-05	8.050397e-06
2000.0	-0.092411	0.101390	0.185601	-6.465318e-05	-3.792479e-05	8.027454e-06
2200.0	-0.092279	0.098233	0.179027	-6.164637e-05	-3.666314e-05	8.004511e-06
2400.0	-0.092146	0.095077	0.172452	-5.863956e-05	-3.540150e-05	7.981568e-06
2600.0	-0.092013	0.091920	0.165878	-5.563275e-05	-3.413985e-05	7.958625e-06
2800.0	-0.091880	0.088763	0.159303	-5.262594e-05	-3.287820e-05	7.935681e-06
3000.0	-0.091748	0.085607	0.152728	-4.961913e-05	-3.161655e-05	7.912738e-06
3200.0	-0.091615	0.082450	0.146154	-4.661232e-05	-3.035490e-05	7.889795e-06
